Country Name,Country Code,Indicator Name,Indicator Code,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Guatemala,GTM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,29.51331919,,,,,30.16835293,,,,,31.06172747,,,,,31.4646525,,,,,29.98259025,31.72733122,29.88625889,30.05682402,26.52785542,25.0727261,23.79782877,24.07064893,,,,
Guam,GUM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,11.81600956,,,,,11.8129179,,,,,14.31416192,,,,,13.80854309,,,,,13.88834049,14.1035329,13.24230178,12.78879461,12.02255289,12.53178352,11.65176784,11.63440681,,,,
Guyana,GUY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,24.94626221,,,,,24.43404161,,,,,27.39095384,,,,,27.77781074,,,,,27.31186474,27.92942466,26.90129942,24.85550257,23.64826569,23.88788174,22.37149881,22.37557463,,,,
High income,HIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,16.71785098,,,,,16.27100355,,,,,16.23509868,,,,,16.33492682,,,,,16.67613578,16.97039463,16.08487055,15.87096801,14.9872526,15.80825731,14.51796705,14.68040146,,,,
"Hong Kong SAR, China",HKG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Honduras,HND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,27.11257224,,,,,27.80802581,,,,,27.57162526,,,,,28.07955146,,,,,26.88295242,28.90074716,27.44714935,27.68413611,23.16154008,22.40619622,21.08695992,20.62885065,,,,
Heavily indebted poor countries (HIPC),HPC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,39.83219005,,,,,39.85852393,,,,,39.65523951,,,,,37.75304478,,,,,37.1940271,37.92088319,38.51238609,37.22897296,36.42474075,41.41295603,40.50478998,40.71816288,,,,
Croatia,HRV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,21.93869129,,,,,20.925025,,,,,21.51238502,,,,,22.12263296,,,,,21.33471864,21.96600369,20.2024228,19.58696201,18.43310352,19.20668151,17.78931891,17.90177229,,,,
Haiti,HTI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,17.30372331,,,,,18.26293938,,,,,17.77978999,,,,,17.46177208,,,,,17.7952414,18.75791703,17.48024488,16.76701123,16.26222456,15.5402773,15.08648313,15.01982438,,,,
Hungary,HUN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,21.83986141,,,,,20.01744577,,,,,18.98184965,,,,,19.46655171,,,,,19.13552438,19.36069,17.52996008,17.2318312,16.31532793,17.23213014,15.88535024,15.92604819,,,,
IBRD only,IBD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,50.76441359,,,,,51.50610716,,,,,52.90123798,,,,,56.63905084,,,,,59.48728898,60.12417594,55.27877501,56.62388004,53.90634024,53.89227995,51.59450004,52.02300872,,,,
IDA & IBRD total,IBT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,50.48690207,,,,,51.02296935,,,,,52.02523788,,,,,54.70633808,,,,,56.72743663,57.23840601,53.50514008,53.98641271,51.73791416,53.06036771,50.81007237,51.17696815,,,,
IDA total,IDA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,49.32787525,,,,,49.1209186,,,,,48.78060926,,,,,47.99945818,,,,,47.76724485,47.98817229,47.88718776,45.73114703,45.03305905,50.52035915,48.44587399,48.66030982,,,,
IDA blend,IDB,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,57.92593936,,,,,56.98231202,,,,,56.384957,,,,,54.35061924,,,,,53.7071642,53.47948039,52.97394483,49.92102481,48.73760343,59.35402426,57.06969787,57.16109317,,,,
Indonesia,IDN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,18.05281101,,,,,18.16476574,,,,,17.87738998,,,,,18.92663745,,,,,18.16928033,18.04965117,18.17016951,16.87918132,16.45463183,16.64028042,16.38415363,16.5026533,,,,
IDA only,IDX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,44.99777204,,,,,45.17366676,,,,,44.95688114,,,,,44.82155292,,,,,44.78226926,45.22259958,45.32138318,43.61439438,43.15877562,46.0458936,44.0742182,44.34911151,,,,
Isle of Man,IMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
India,IND,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,81.29063063,,,,,82.77130187,,,,,84.16480618,,,,,90.3264588,,,,,95.75817945,97.59937863,88.1694406,91.80479161,89.62238269,89.3033343,89.67217693,90.87321047,,,,
Not classified,INX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,10.40502692,,,,,10.14926046,,,,,10.13777616,,,,,9.922228363,,,,,9.976375087,10.28507938,9.522691993,9.360153635,8.750521533,8.672473458,8.279163345,8.208576735,,,,
"Iran, Islamic Rep.",IRN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,38.07173913,,,,,37.72776301,,,,,38.41777736,,,,,37.62776384,,,,,38.65150179,38.0496892,38.54205244,38.10109206,38.10949306,39.61053238,38.84130248,38.97876028,,,,
Iraq,IRQ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,63.71657184,,,,,63.26491987,,,,,62.45795718,,,,,62.8517892,,,,,68.71140482,66.36260979,66.84207687,63.80269591,56.56703027,66.26503791,63.95479607,61.63623571,,,,
Iceland,ISL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,8.430091258,,,,,8.171578825,,,,,7.954558321,,,,,7.84294641,,,,,7.856536667,8.098884846,7.33692926,7.171207035,6.948896646,6.927968941,6.60765416,6.481147263,,,,
Israel,ISR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,24.81052732,,,,,24.31730739,,,,,24.50362411,,,,,22.98279394,,,,,24.01923772,23.90468673,23.03884904,22.94633022,22.05914688,22.7797827,20.76570151,21.38110224,,,,
Italy,ITA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,21.31972951,,,,,20.27006829,,,,,19.77733481,,,,,19.60087766,,,,,19.02523065,19.99426671,18.10524741,17.75772244,17.76927084,17.89144517,16.49037374,16.75071194,,,,
Jamaica,JAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,15.95386452,,,,,15.91905265,,,,,15.89381632,,,,,16.00963133,,,,,16.09171498,16.54249891,15.46047097,14.93139975,14.07433169,14.1766593,13.39596321,13.40415053,,,,
Jordan,JOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,35.34311707,,,,,34.60585976,,,,,33.51144474,,,,,32.4828384,,,,,33.55056636,33.01726148,33.01693524,33.41761072,33.20542058,34.30544926,33.17661668,33.00608118,,,,
Japan,JPN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,14.41635955,,,,,14.31252428,,,,,14.20962576,,,,,14.34866645,,,,,14.14233824,14.14103105,13.12887233,13.36255833,12.58661692,12.68745973,11.62392259,11.70477819,,,,
Kazakhstan,KAZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,16.87025189,,,,,15.73268837,,,,,15.94476469,,,,,15.61864066,,,,,15.91449319,15.24383546,14.48103768,14.5985643,13.74975351,14.38480208,13.08443846,13.82428836,,,,
Kenya,KEN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,28.54755209,,,,,28.52077778,,,,,28.38549871,,,,,27.47729884,,,,,28.15477084,28.66288466,29.37227988,28.93534528,28.94935013,28.53628017,28.58337727,28.57837427,,,,
Kyrgyz Republic,KGZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,26.15659834,,,,,25.43575825,,,,,27.08021965,,,,,26.77744197,,,,,27.26538617,27.51760207,25.48983252,25.44035534,23.29819153,24.34473551,23.1955558,22.73776806,,,,
Cambodia,KHM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,29.47759664,,,,,30.0668419,,,,,29.97403414,,,,,31.40893477,,,,,31.34313632,30.91962359,31.28373261,30.33652957,28.58336628,26.76923854,25.20287478,25.61429187,,,,
Kiribati,KIR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,13.11509091,,,,,13.42802016,,,,,13.52196482,,,,,13.34558892,,,,,13.17504079,13.35815463,12.59423175,12.32529751,11.39374232,11.51431847,10.53783926,10.64085586,,,,
St. Kitts and Nevis,KNA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Korea, Rep.",KOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,29.33102172,,,,,29.52063135,,,,,29.76546929,,,,,30.40690403,,,,,29.80201,29.68119454,27.91595259,29.46191729,27.21311037,28.2142437,25.09854067,25.03942539,,,,
Kuwait,KWT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,60.55584843,,,,,60.0572982,,,,,61.48199413,,,,,59.67398738,,,,,62.74398094,62.82540677,64.07091103,62.61130895,55.62390422,65.40607715,60.84385161,60.74515954,,,,
Latin America & Caribbean (excluding high income),LAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,19.52495056,,,,,19.93404939,,,,,20.755371,,,,,21.0276711,,,,,21.02868404,21.46085515,20.40542422,19.74836974,18.34128533,17.69022559,16.67342744,16.66406446,,,,
Lao PDR,LAO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,26.5362993,,,,,27.09515908,,,,,27.54506764,,,,,30.17021033,,,,,31.73199577,29.66966026,30.29741812,30.25948938,28.39017177,26.13948876,25.80101805,25.10953834,,,,
Lebanon,LBN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,30.34220406,,,,,29.84509316,,,,,30.61420693,,,,,30.02476838,,,,,30.89212513,30.06910747,30.10805188,30.58809767,30.44456692,31.22929528,30.17186865,30.62111051,,,,
Liberia,LBR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,17.12342903,,,,,17.17619463,,,,,17.25314331,,,,,16.02440579,,,,,15.24919691,16.14705151,16.28820747,15.38285732,14.94227071,18.21280418,17.88677836,17.98411246,,,,
Libya,LBY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,45.06348692,,,,,46.71104239,,,,,46.25517373,,,,,47.12618829,,,,,50.1472295,44.63173396,44.9113635,49.2794823,47.50123391,51.53264014,52.1292063,54.25468179,,,,
St. Lucia,LCA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,26.71198527,,,,,26.84988155,,,,,27.09613315,,,,,26.98484975,,,,,27.63597227,28.07865593,26.36748478,25.44480168,24.23630259,24.28323968,22.35339926,22.40081712,,,,
Latin America & Caribbean,LCN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,19.60867353,,,,,19.9836058,,,,,20.80459203,,,,,21.06966174,,,,,21.05366404,21.5091,20.44059804,19.76987714,18.39178755,17.75361437,16.69979803,16.70843563,,,,
Least developed countries: UN classification,LDC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,45.98717812,,,,,46.24847665,,,,,46.05910753,,,,,46.22075055,,,,,46.03857336,46.41889864,46.58337174,44.80235974,44.43084327,47.03638828,44.936328,45.28857235,,,,
Low income,LIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,41.96846092,,,,,42.22660706,,,,,41.7875987,,,,,40.18909293,,,,,39.90443819,40.80741721,41.14294756,40.11094929,39.09743951,43.85541222,42.60216197,42.88245729,,,,
Liechtenstein,LIE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,29.76850353,,,,,30.18607255,,,,,30.8557618,,,,,30.95673529,,,,,31.03378115,31.23207466,30.08397283,28.89822769,26.92277652,25.33734371,14.02544523,11.09961724,,,,
Lower middle income,LMC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,59.11047508,,,,,59.58511947,,,,,60.34055696,,,,,63.23238281,,,,,65.6730331,66.09984148,61.86829086,62.50082169,61.22016264,63.17769856,62.29024182,62.74331787,,,,
Low & middle income,LMY,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,51.00841999,,,,,51.55323982,,,,,52.55481907,,,,,55.24484812,,,,,57.26425524,57.77376437,54.00417496,54.51028618,52.23376429,53.57571934,51.29115847,51.6542843,,,,
Lesotho,LSO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,30.70374352,,,,,31.66103372,,,,,31.49014676,,,,,30.098923,,,,,32.24059762,31.3547412,31.21324307,32.14869782,33.08010261,30.88497707,28.33683335,28.02865352,,,,
Late-demographic dividend,LTE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,44.76652883,,,,,45.20970163,,,,,46.5004447,,,,,49.97587442,,,,,52.07759633,52.67024141,48.1958678,49.03485852,45.08102178,44.59378578,39.83063838,40.06277649,,,,
Lithuania,LTU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,16.39810163,,,,,15.00076058,,,,,14.4281323,,,,,14.46207088,,,,,14.97106496,14.50968278,13.78452468,12.98119203,12.84519425,12.45503512,11.82161558,11.85328236,,,,
Luxembourg,LUX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,13.69446214,,,,,12.94762576,,,,,12.56956635,,,,,12.35553519,,,,,12.95878369,12.68599568,11.77557609,11.6053841,10.85761339,11.00665465,10.31198129,10.3646374,,,,
Latvia,LVA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,19.02341913,,,,,17.31863105,,,,,16.71996638,,,,,16.85589453,,,,,17.11506451,16.5726763,15.59855973,14.88430819,14.8790851,13.9682016,13.44747197,13.42645752,,,,
"Macao SAR, China",MAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Martin (French part),MAF,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,30.25549178,,,,,30.42096496,,,,,30.96744832,,,,,30.96781344,,,,,29.6489603,29.26656426,27.79028358,29.25951913,29.94944999,31.44008691,32.93537423,32.59354146,,,,
Monaco,MCO,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,22.84505236,,,,,20.89016132,,,,,19.58110083,,,,,19.14452152,,,,,19.11610415,19.92486817,18.40928474,17.43239973,16.72646105,17.07913959,16.36379754,16.25103271,,,,
Madagascar,MDG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,22.27356007,,,,,22.29494821,,,,,21.8724009,,,,,23.29406281,,,,,22.66201053,23.36285963,22.71642527,23.90916176,23.51776666,22.95040117,22.89570824,22.54228288,,,,
Maldives,MDV,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,11.43291943,,,,,11.50939536,,,,,11.08953254,,,,,11.43535931,,,,,11.30982939,11.78963462,11.1574823,10.56967928,9.921230863,9.37394394,7.972428925,7.795820799,,,,
Middle East & North Africa,MEA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,50.21142476,,,,,49.45882642,,,,,50.41402871,,,,,49.82412608,,,,,51.81086059,50.26054584,51.06016051,51.94044034,50.52292925,57.0183405,55.80675019,55.66796618,,,,
Mexico,MEX,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,23.51655782,,,,,24.13661024,,,,,26.77918216,,,,,26.86289992,,,,,26.365439,27.74129679,25.98165883,25.44908967,23.09968975,22.13299585,20.70682854,20.92111579,,,,
Marshall Islands,MHL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,13.06359474,,,,,13.3383996,,,,,13.04341192,,,,,12.92691993,,,,,12.94670836,12.93217057,12.12353358,11.87438859,11.07022018,10.83766846,10.15200199,10.24133222,,,,
Middle income,MIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,51.69606775,,,,,52.30972145,,,,,53.48715684,,,,,56.65697808,,,,,59.02960583,59.52432949,55.34951766,56.03692574,53.64558605,54.63514188,52.25184134,52.63830719,,,,
North Macedonia,MKD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,41.87047581,,,,,39.93755917,,,,,36.3982167,,,,,35.63304687,,,,,34.45696977,38.0831195,34.65781455,32.01504863,31.79054123,31.97598914,29.59326907,29.72694451,,,,
Mali,MLI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,41.52876825,,,,,40.57247992,,,,,39.80005538,,,,,37.84408134,,,,,36.39765973,35.14164437,34.7002263,32.30682338,33.91611574,41.92692766,38.48039528,38.52660616,,,,
Malta,MLT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,16.85487078,,,,,16.66174535,,,,,16.5349456,,,,,16.10447805,,,,,16.4493999,16.64430398,15.39716095,15.28194422,14.43540357,14.72246254,13.81139444,13.90954337,,,,
Myanmar,MMR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,39.80947392,,,,,40.76525561,,,,,39.36165302,,,,,43.3214544,,,,,44.05611525,43.61990347,42.5228124,42.88286944,40.28896854,38.51378205,36.033701,35.55745292,,,,
Middle East & North Africa (excluding high income),MNA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,49.26775564,,,,,48.34762727,,,,,48.93708784,,,,,48.43021643,,,,,50.15897525,48.26755615,48.80964791,49.96638447,49.22638494,54.46832322,54.37185471,53.85619423,,,,
Montenegro,MNE,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,28.59908877,,,,,27.80047525,,,,,26.00124623,,,,,25.56279261,,,,,25.0554063,26.62922388,24.68030289,23.27422599,21.94705168,22.55969129,20.92405137,20.78181355,,,,
Mongolia,MNG,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,37.91553694,,,,,36.83717825,,,,,39.03252666,,,,,39.72640499,,,,,43.30465329,45.36017005,42.6543748,42.32131127,39.29514006,42.51464988,38.22281711,40.11284905,,,,
Northern Mariana Islands,MNP,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,11.41490119,,,,,11.40998512,,,,,12.18124211,,,,,11.86877124,,,,,11.926381,12.19962657,11.43999611,10.96502021,10.3134722,10.39771204,9.91775575,9.892981129,,,,
Mozambique,MOZ,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,23.38285769,,,,,22.79658067,,,,,22.68627092,,,,,22.66323062,,,,,23.56146872,22.6090715,22.86760109,22.63615999,22.61416414,21.90588194,21.47182554,21.29869546,,,,
Mauritania,MRT,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,50.06832036,,,,,48.41496384,,,,,48.86025116,,,,,41.87260231,,,,,39.63741338,40.04314497,42.34351169,40.21579155,43.11078408,49.49825592,46.66758772,47.42299178,,,,
Mauritius,MUS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,15.77292981,,,,,15.75657978,,,,,15.39803836,,,,,15.53724944,,,,,15.1947729,15.20170165,15.24585596,15.55617651,15.29264823,14.44195579,14.34637947,14.45782732,,,,
Malawi,MWI,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,26.46902936,,,,,26.38950545,,,,,26.14208568,,,,,25.62740602,,,,,25.6961984,25.16500891,25.73840151,24.68347878,25.19822884,24.53742932,23.09261542,23.56592147,,,,
Malaysia,MYS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,17.29444937,,,,,17.68253178,,,,,18.07616946,,,,,19.37781101,,,,,18.59375306,19.20260869,19.1822225,17.55444704,16.92315529,17.44091023,15.75128619,16.03580871,,,,
North America,NAC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,9.554770848,,,,,9.421869948,,,,,9.404172572,,,,,9.501231017,,,,,9.263171352,9.630811687,8.914901948,8.641442734,8.142225648,7.973349587,7.32104817,7.311074733,,,,
Namibia,NAM,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,28.74978965,,,,,27.49759667,,,,,27.43381856,,,,,27.61976141,,,,,27.65989633,27.01015451,26.79870806,27.09281609,26.01812153,26.91001673,25.55214196,25.3587654,,,,
New Caledonia,NCL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Niger,NER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,90.59636837,,,,,88.63160196,,,,,87.50676266,,,,,73.43849329,,,,,69.15017669,72.98276678,72.54464459,63.03171725,60.54135722,87.28128201,87.70847201,94.05381768,,,,
Nigeria,NGA,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,72.12557597,,,,,68.71003624,,,,,67.5543285,,,,,59.65813988,,,,,52.60906391,50.97308923,56.1296377,49.74068894,48.63337361,75.39899187,71.369601,71.79817438,,,,
Nicaragua,NIC,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,22.60015976,,,,,22.34790325,,,,,23.0534074,,,,,23.02943656,,,,,22.4922691,22.47952015,22.35271161,21.92907575,19.38772134,18.56913277,17.7277291,17.61418045,,,,
Netherlands,NLD,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,16.469403,,,,,15.56169523,,,,,14.92868009,,,,,14.57801781,,,,,15.23243025,14.98813864,13.81241373,13.04314511,12.82879707,12.93210515,12.02524278,12.03440807,,,,
Norway,NOR,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,8.995380402,,,,,8.793261258,,,,,8.668866155,,,,,8.35949071,,,,,8.341507223,8.853510781,7.925281241,7.633674824,7.670895927,7.242775336,6.95945733,6.956519803,,,,
Nepal,NPL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,87.59845477,,,,,90.68716449,,,,,88.9430217,,,,,93.21824756,,,,,100.7844279,100.7660607,96.96329149,95.31398561,98.11601657,96.25276818,98.05471403,99.73437372,,,,
Nauru,NRU,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New Zealand,NZL,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,7.143831418,,,,,7.204397399,,,,,7.162288498,,,,,7.037087279,,,,,7.152865691,7.420696435,6.83583564,6.781885551,6.357903512,6.33043381,5.987363154,5.956001129,,,,
OECD members,OED,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,17.35185099,,,,,16.96317601,,,,,17.03702054,,,,,17.05446172,,,,,17.15336173,17.28235435,16.32127016,16.07862334,15.34519282,15.4634211,14.48840414,14.53432999,,,,
Oman,OMN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,40.18764563,,,,,39.60269064,,,,,39.85528916,,,,,39.65527175,,,,,37.51533394,39.10379482,40.73328348,41.0527687,37.71088051,42.62758972,41.78219181,41.11523827,,,,
Other small states,OSS,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,29.32745043,,,,,29.46678358,,,,,29.67260315,,,,,29.61892832,,,,,32.36460693,32.46156738,33.51364608,33.42422092,32.46593902,35.84468074,34.25449606,34.75438881,,,,
Pakistan,PAK,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,60.33465901,,,,,61.43286665,,,,,61.10602749,,,,,63.37843689,,,,,68.00519044,68.54493561,62.37664629,61.02216287,59.51836271,60.08589291,58.63276393,58.28241877,,,,
Panama,PAN,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,13.12754571,,,,,13.20617049,,,,,14.38301431,,,,,14.11531568,,,,,14.13891846,14.29603899,13.97236651,13.3978705,12.92161513,12.49074394,11.46554742,11.40005433,,,,
Peru,PER,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)",EN.ATM.PM25.MC.M3,,28.52093796,,,,,29.50529745,,,,,30.27366253,,,,,32.29922942,,,,,31.50257401,31.57116569,30.49445583,29.74308641,27.5826726,26.03726793,25.54274604,24.78672805,,,,
